ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host,uri
19.193.140.57,6110,16.255.55.102,8000,facebook.com,/search?q=data
163.197.179.90,6164,32.51.70.228,80,www.google.com,/dashboard
108.124.10.197,4792,77.102.59.113,80,medium.com,/home
67.121.237.164,2477,236.24.207.177,8000,api.line.me,/search?q=data
77.226.52.55,5982,195.160.115.1,80,university.ac.th,/login
45.238.203.161,4520,34.64.219.234,80,university.ac.th,/profile
34.65.137.244,4671,19.1.63.14,80,www.instagram.com,/course
220.126.167.65,3192,215.163.29.16,80,cdn.discordapp.com,/search?q=data
23.228.36.208,1325,33.203.82.37,80,medium.com,/dashboard
83.94.38.15,5278,124.160.86.116,80,www.google.com,/stories/12345
244.255.204.91,5798,226.237.243.163,80,university.ac.th,/home
52.207.124.216,3435,161.172.4.43,80,zoom.us,/login
189.248.100.138,2017,7.136.10.210,80,stackoverflow.com,/login
231.44.172.224,1970,253.0.93.116,80,login.microsoftonline.com,/home
232.79.30.233,4388,52.42.128.145,8080,zoom.us,/messages
186.36.207.7,6418,205.0.91.95,80,cdn.discordapp.com,/home
43.217.173.112,5468,245.24.193.151,80,amazon.com,/profile
143.132.112.138,1460,230.221.0.166,80,facebook.com,/home
217.109.184.90,1029,4.237.163.112,80,api.line.me,/course
11.6.194.232,4195,97.192.240.245,8080,student.university.ac.th,/login
104.30.173.99,5953,81.217.109.255,80,student.university.ac.th,/dashboard
35.129.149.236,2772,70.108.166.154,80,cdn.discordapp.com,/profile
67.36.94.117,4563,167.238.207.45,80,zoom.us,/login
87.253.39.232,6269,154.220.233.233,80,teams.microsoft.com,/home
242.77.209.197,2771,89.248.75.167,80,teams.microsoft.com,/login
154.158.96.67,1836,158.167.152.188,80,youtube.com,/auth/verify
15.251.5.33,3307,224.152.175.170,8000,university.ac.th,/home
42.132.56.136,5829,197.112.160.76,80,stackoverflow.com,/download/latest
195.235.52.6,2077,12.40.247.166,80,facebook.com,/login
48.122.117.109,3340,78.139.153.26,8000,facebook.com,/dashboard
47.56.205.93,3952,125.178.132.212,8000,university.ac.th,/api/ping
151.16.10.108,1971,155.126.158.172,80,google.com,/messages
183.174.89.69,2416,118.126.104.107,80,www.instagram.com,/products/books
231.70.205.63,2769,180.14.164.112,80,stackoverflow.com,/profile
219.29.119.135,1884,111.136.197.35,80,www.instagram.com,/download/latest
241.85.222.73,4313,246.163.21.155,80,amazon.com,/search?q=data
28.5.146.104,2852,48.149.228.248,80,zoom.us,/en-US/docs/Web/HTTP
192.3.101.138,4449,77.24.75.109,80,www.google.com,/stories/12345
223.145.83.206,1998,11.165.117.122,80,login.microsoftonline.com,/login
209.198.254.87,2506,157.218.63.78,80,stackoverflow.com,/api/ping
112.12.132.35,4325,32.100.132.53,80,student.university.ac.th,/home
47.179.226.148,5798,50.142.0.182,80,stackoverflow.com,/products/books
46.12.85.171,4115,237.134.177.40,80,www.instagram.com,/api/ping
111.210.6.147,5960,38.54.172.210,80,stackoverflow.com,/profile
87.29.104.4,5438,140.216.167.176,80,medium.com,/home
158.179.25.62,4565,13.118.207.123,80,twitter.com,/auth/verify
57.164.149.162,2512,216.76.42.189,80,student.university.ac.th,/profile
68.123.154.228,3479,249.111.164.92,80,login.microsoftonline.com,/en-US/docs/Web/HTTP
184.246.87.221,2918,23.79.56.127,80,google.com,/api/ping
149.29.164.30,3338,34.128.28.112,80,medium.com,/login
60.148.210.192,1995,5.211.138.6,80,twitter.com,/auth/verify
155.95.4.143,4960,103.110.219.160,80,www.google.com,/auth/verify
88.30.245.124,1849,114.100.133.25,8080,medium.com,/products/books
211.192.117.229,1329,49.253.58.53,8000,www.instagram.com,/course
13.192.103.140,2383,193.34.212.50,80,facebook.com,/dashboard
75.83.106.190,2381,158.119.152.22,80,zoom.us,/course
112.52.116.59,2182,182.134.47.216,80,facebook.com,/search?q=data
66.122.193.96,4270,185.63.214.112,80,google.com,/en-US/docs/Web/HTTP
200.93.19.11,2263,206.229.182.210,8000,university.ac.th,/stories/12345
168.191.69.95,1250,244.92.200.75,80,cdn.discordapp.com,/stories/12345
163.232.238.214,2845,186.161.178.101,80,teams.microsoft.com,/messages
179.148.13.137,1239,45.47.205.159,80,twitter.com,/dashboard
18.101.251.90,4482,125.36.28.79,80,stackoverflow.com,/auth/verify
40.33.34.199,2578,180.43.26.153,80,student.university.ac.th,/api/ping
124.199.225.97,1871,11.110.19.149,8000,facebook.com,/auth/verify
231.113.183.149,5181,48.59.0.28,80,student.university.ac.th,/products/books
216.202.214.125,4039,182.176.49.125,80,login.microsoftonline.com,/download/latest
205.88.8.138,1758,120.79.189.97,80,stackoverflow.com,/search?q=data
107.24.144.5,1346,173.201.238.130,80,twitter.com,/messages
24.60.253.99,1466,242.6.234.159,8080,cdn.discordapp.com,/en-US/docs/Web/HTTP
38.209.113.91,2982,28.110.244.68,8000,amazon.com,/messages
89.83.165.59,4848,124.217.249.100,8000,facebook.com,/api/ping
178.200.160.82,5627,48.184.202.176,80,www.instagram.com,/messages
221.48.118.241,1647,193.57.200.248,8080,api.line.me,/login
190.161.203.207,3702,192.64.134.111,8000,login.microsoftonline.com,/home
228.83.116.121,4625,86.241.225.70,8080,login.microsoftonline.com,/messages
174.181.160.42,5610,45.151.47.24,80,login.microsoftonline.com,/stories/12345
100.136.236.96,3883,178.110.197.186,8000,university.ac.th,/en-US/docs/Web/HTTP
23.0.197.215,3545,232.233.125.251,80,google.com,/auth/verify
164.40.246.62,5628,115.251.28.85,8080,stackoverflow.com,/dashboard
48.161.43.244,3316,104.86.180.101,80,zoom.us,/products/books
124.99.24.46,3575,33.10.225.92,80,cdn.discordapp.com,/home
6.44.143.200,1920,192.39.202.190,8000,amazon.com,/profile
12.159.222.208,4234,40.46.229.108,8080,login.microsoftonline.com,/stories/12345
170.102.59.186,2082,23.175.161.139,80,student.university.ac.th,/products/books
7.179.92.95,5700,152.253.160.25,8000,twitter.com,/dashboard
194.105.210.112,2880,34.86.58.38,8080,stackoverflow.com,/search?q=data
206.87.181.5,2801,9.104.236.70,80,stackoverflow.com,/login
225.29.255.142,5334,213.31.209.23,80,university.ac.th,/home
217.144.149.90,3708,37.220.217.84,80,www.instagram.com,/login
111.50.251.202,2288,45.146.84.230,8000,medium.com,/home
176.188.64.101,4919,154.169.216.187,80,stackoverflow.com,/auth/verify
210.205.120.220,3922,252.132.165.86,80,www.google.com,/api/ping
109.90.205.129,1499,10.81.127.94,80,amazon.com,/auth/verify
