ipaddr_origin,idp_origin,ipaddr_resp,idp_resp,host,uri
51.47.141.205,6238,167.77.53.119,80,facebook.com,/stories/12345
226.95.254.230,2444,247.115.243.220,80,login.microsoftonline.com,/dashboard
206.239.127.88,1493,53.228.216.187,80,google.com,/download/latest
4.185.155.221,1030,108.152.148.23,80,youtube.com,/dashboard
118.117.0.21,3861,81.98.70.218,80,medium.com,/course
248.226.218.228,2179,114.84.28.38,80,api.line.me,/profile
220.243.217.198,1720,249.20.94.89,80,zoom.us,/en-US/docs/Web/HTTP
136.81.230.225,2401,146.50.249.208,80,youtube.com,/en-US/docs/Web/HTTP
183.54.243.103,3421,7.175.85.125,80,university.ac.th,/login
18.18.241.75,1328,93.32.207.63,80,twitter.com,/login
33.223.202.178,4538,180.174.137.158,8080,teams.microsoft.com,/api/ping
183.85.197.213,6308,219.61.97.248,8000,amazon.com,/products/books
16.197.229.144,4589,163.167.161.84,80,google.com,/auth/verify
245.3.1.2,1739,177.82.149.123,80,www.instagram.com,/stories/12345
53.140.202.176,6040,159.85.170.34,8000,youtube.com,/api/ping
148.186.246.77,2391,239.213.228.91,8080,amazon.com,/home
135.55.74.58,5666,46.19.238.145,80,www.instagram.com,/search?q=data
209.41.252.8,2103,39.222.74.233,8000,university.ac.th,/course
28.35.201.216,1315,6.35.194.125,8080,youtube.com,/api/ping
214.194.149.243,2359,78.146.202.220,80,student.university.ac.th,/auth/verify
149.241.195.54,1587,59.137.151.177,80,twitter.com,/profile
83.96.66.198,3173,101.40.211.3,8000,amazon.com,/login
232.177.62.251,1350,22.58.99.136,8000,student.university.ac.th,/dashboard
58.249.124.70,2874,171.12.16.107,80,www.instagram.com,/api/ping
103.58.49.95,2004,143.226.24.141,80,stackoverflow.com,/api/ping
105.227.102.129,4762,176.206.66.183,8080,facebook.com,/dashboard
49.127.64.154,4248,196.132.244.206,80,facebook.com,/auth/verify
19.225.21.59,3846,160.106.5.206,80,www.google.com,/auth/verify
214.37.252.60,2679,173.241.115.171,80,amazon.com,/api/ping
17.243.182.101,4805,0.159.42.253,8000,stackoverflow.com,/en-US/docs/Web/HTTP
129.172.145.172,5678,130.237.203.52,80,zoom.us,/api/ping
58.253.89.200,3061,133.182.166.164,80,student.university.ac.th,/dashboard
159.124.177.49,3100,74.249.55.19,80,twitter.com,/dashboard
141.121.150.106,4764,172.213.50.156,80,www.google.com,/search?q=data
60.140.200.68,4526,143.3.218.35,8000,www.instagram.com,/messages
91.188.204.157,6390,177.15.254.105,80,api.line.me,/home
108.216.249.158,6272,109.9.22.74,80,twitter.com,/stories/12345
101.21.200.233,1327,118.5.53.92,8080,login.microsoftonline.com,/stories/12345
65.49.202.168,1144,137.229.216.143,80,stackoverflow.com,/stories/12345
130.120.178.8,3693,73.140.250.6,8080,facebook.com,/messages
21.32.60.120,5752,193.176.202.170,80,university.ac.th,/home
30.230.186.14,1370,169.254.176.45,80,cdn.discordapp.com,/profile
58.91.183.48,4792,208.97.161.149,8000,amazon.com,/download/latest
116.97.53.193,3684,71.12.132.236,80,youtube.com,/login
221.175.82.142,2358,69.14.166.22,80,google.com,/search?q=data
89.8.43.112,1348,196.227.163.143,8000,cdn.discordapp.com,/login
150.45.185.115,6152,132.228.148.58,8000,twitter.com,/products/books
36.247.247.215,1793,250.180.55.14,80,cdn.discordapp.com,/api/ping
253.38.165.70,1691,216.118.208.158,80,medium.com,/products/books
24.180.139.80,3284,91.71.96.233,8080,www.instagram.com,/login
133.15.57.228,3798,181.19.54.105,80,www.instagram.com,/home
27.216.224.170,3674,91.47.23.65,8080,www.google.com,/course
172.208.43.129,1720,13.106.246.75,8000,www.google.com,/home
44.26.6.108,1187,49.204.7.234,80,twitter.com,/profile
116.13.105.246,1069,213.85.101.70,8000,youtube.com,/auth/verify
185.83.52.141,3021,188.162.153.118,80,student.university.ac.th,/stories/12345
130.93.116.116,4954,11.169.106.192,80,google.com,/profile
11.113.43.116,3663,0.45.97.81,80,login.microsoftonline.com,/products/books
149.149.191.57,1261,235.59.240.232,8000,stackoverflow.com,/stories/12345
189.79.85.7,2986,93.27.34.27,80,google.com,/api/ping
208.181.206.179,3004,61.127.24.84,80,twitter.com,/api/ping
3.234.251.27,6294,205.105.157.240,80,google.com,/login
170.52.8.26,5315,137.160.60.240,8000,stackoverflow.com,/products/books
150.69.254.249,1682,80.157.33.239,80,medium.com,/login
101.83.35.27,4003,135.46.174.47,80,amazon.com,/en-US/docs/Web/HTTP
201.75.98.242,2305,164.112.246.119,80,www.google.com,/course
202.227.164.158,5686,247.224.245.147,80,youtube.com,/download/latest
159.23.99.174,4721,144.103.211.236,8000,www.google.com,/messages
95.215.108.36,5811,244.94.243.75,8000,google.com,/home
202.228.253.254,4016,16.27.157.129,80,youtube.com,/download/latest
110.138.90.185,6452,209.31.180.92,80,zoom.us,/course
92.103.78.133,1222,181.199.7.229,80,medium.com,/home
154.134.197.190,1042,247.79.177.177,80,login.microsoftonline.com,/login
235.206.57.20,5015,248.93.235.19,80,teams.microsoft.com,/dashboard
72.110.128.35,1224,113.157.127.252,80,facebook.com,/dashboard
165.60.63.39,6063,175.143.158.58,80,api.line.me,/auth/verify
